1 1 1 1 6 
2 1 1 1 18 
3 1 1 1 6 
4 1 1 1 2 
5 1 1 1 11 
1 2 1 1 6 
2 2 1 1 29 
3 2 1 1 25 
4 2 1 1 17 
5 2 1 1 29 
1 3 1 1 10 
2 3 1 1 10 
3 3 1 1 12 
4 3 1 1 8 
5 3 1 1 7 
1 4 1 1 20 
2 4 1 1 24 
3 4 1 1 26 
4 4 1 1 14 
5 4 1 1 40 
1 5 1 1 20 
2 5 1 1 15 
3 5 1 1 28 
4 5 1 1 11 
5 5 1 1 13 
1 6 1 1 26 
2 6 1 1 91 
3 6 1 1 64 
4 6 1 1 2 
5 6 1 1 30 
1 7 1 1 27 
2 7 1 1 32 
3 7 1 1 24 
4 7 1 1 10 
5 7 1 1 21 
1 8 1 1 36 
2 8 1 1 63 
3 8 1 1 59 
4 8 1 1 54 
5 8 1 1 77 
1 9 1 1 50 
2 9 1 1 36 
3 9 1 1 26 
4 9 1 1 13 
5 9 1 1 38 
1 10 1 1 68 
2 10 1 1 18 
3 10 1 1 35 
4 10 1 1 3 
5 10 1 1 34 
1 11 1 1 34 
2 11 1 1 9 
3 11 1 1 53 
4 11 1 1 14 
5 11 1 1 23 
1 1 2 1 8 
2 1 2 1 11 
3 1 2 1 14 
4 1 2 1 6 
5 1 2 1 10 
1 2 2 1 38 
2 2 2 1 9 
3 2 2 1 15 
4 2 2 1 11 
5 2 2 1 8 
1 3 2 1 22 
2 3 2 1 15 
3 3 2 1 20 
4 3 2 1 9 
5 3 2 1 8 
1 4 2 1 38 
2 4 2 1 28 
3 4 2 1 32 
4 4 2 1 24 
5 4 2 1 20 
1 5 2 1 27 
2 5 2 1 7 
3 5 2 1 15 
4 5 2 1 9 
5 5 2 1 15 
1 6 2 1 54 
2 6 2 1 5 
3 6 2 1 5 
4 6 2 1 5 
5 6 2 1 8 
1 7 2 1 26 
2 7 2 1 7 
3 7 2 1 1 
4 7 2 1 7 
5 7 2 1 16 
1 8 2 1 39 
2 8 2 1 10 
3 8 2 1 19 
4 8 2 1 21 
5 8 2 1 11 
1 9 2 1 19 
2 9 2 1 8 
3 9 2 1 9 
4 9 2 1 13 
5 9 2 1 12 
1 10 2 1 23 
2 10 2 1 18 
3 10 2 1 15 
4 10 2 1 11 
5 10 2 1 15 
1 11 2 1 10 
2 11 2 1 7 
3 11 2 1 5 
4 11 2 1 12 
5 11 2 1 10 
1 1 3 1 0 
2 1 3 1 15 
3 1 3 1 6 
4 1 3 1 17 
5 1 3 1 9 
1 2 3 1 31 
2 2 3 1 43 
3 2 3 1 7 
4 2 3 1 67 
5 2 3 1 5 
1 3 3 1 12 
2 3 3 1 26 
3 3 3 1 6 
4 3 3 1 32 
5 3 3 1 8 
1 4 3 1 30 
2 4 3 1 10 
3 4 3 1 47 
4 4 3 1 27 
5 4 3 1 34 
1 5 3 1 13 
2 5 3 1 9 
3 5 3 1 19 
4 5 3 1 42 
5 5 3 1 15 
1 6 3 1 14 
2 6 3 1 67 
3 6 3 1 12 
4 6 3 1 97 
5 6 3 1 14 
1 7 3 1 19 
2 7 3 1 23 
3 7 3 1 25 
4 7 3 1 44 
5 7 3 1 13 
1 8 3 1 10 
2 8 3 1 36 
3 8 3 1 42 
4 8 3 1 80 
5 8 3 1 22 
1 9 3 1 14 
2 9 3 1 29 
3 9 3 1 17 
4 9 3 1 26 
5 9 3 1 13 
1 10 3 1 11 
2 10 3 1 25 
3 10 3 1 27 
4 10 3 1 24 
5 10 3 1 10 
1 11 3 1 10 
2 11 3 1 17 
3 11 3 1 18 
4 11 3 1 12 
5 11 3 1 14 
1 1 4 1 11 
2 1 4 1 6 
3 1 4 1 5 
4 1 4 1 14 
5 1 4 1 8 
1 2 4 1 10 
2 2 4 1 8 
3 2 4 1 12 
4 2 4 1 10 
5 2 4 1 10 
1 3 4 1 11 
2 3 4 1 6 
3 3 4 1 10 
4 3 4 1 7 
5 3 4 1 3 
1 4 4 1 29 
2 4 4 1 7 
3 4 4 1 66 
4 4 4 1 23 
5 4 4 1 10 
1 5 4 1 9 
2 5 4 1 8 
3 5 4 1 19 
4 5 4 1 9 
5 5 4 1 9 
1 6 4 1 6 
2 6 4 1 10 
3 6 4 1 5 
4 6 4 1 6 
5 6 4 1 5 
1 7 4 1 9 
2 7 4 1 10 
3 7 4 1 19 
4 7 4 1 2 
5 7 4 1 8 
1 8 4 1 75 
2 8 4 1 41 
3 8 4 1 47 
4 8 4 1 31 
5 8 4 1 65 
1 9 4 1 0 
2 9 4 1 0 
3 9 4 1 0 
4 9 4 1 0 
5 9 4 1 0 
1 10 4 1 0 
2 10 4 1 0 
3 10 4 1 0 
4 10 4 1 0 
5 10 4 1 0 
1 11 4 1 0 
2 11 4 1 0 
3 11 4 1 0 
4 11 4 1 0 
5 11 4 1 0 
1 1 5 1 65 
2 1 5 1 46 
3 1 5 1 45 
4 1 5 1 52 
5 1 5 1 40 
1 2 5 1 62 
2 2 5 1 65 
3 2 5 1 65 
4 2 5 1 31 
5 2 5 1 52 
1 3 5 1 42 
2 3 5 1 56 
3 3 5 1 40 
4 3 5 1 58 
5 3 5 1 37 
1 4 5 1 122 
2 4 5 1 100 
3 4 5 1 104 
4 4 5 1 63 
5 4 5 1 53 
1 5 5 1 66 
2 5 5 1 59 
3 5 5 1 51 
4 5 5 1 71 
5 5 5 1 51 
1 6 5 1 73 
2 6 5 1 57 
3 6 5 1 71 
4 6 5 1 58 
5 6 5 1 44 
1 7 5 1 58 
2 7 5 1 71 
3 7 5 1 67 
4 7 5 1 66 
5 7 5 1 51 
1 8 5 1 109 
2 8 5 1 111 
3 8 5 1 130 
4 8 5 1 135 
5 8 5 1 90 
1 9 5 1 77 
2 9 5 1 112 
3 9 5 1 100 
4 9 5 1 85 
5 9 5 1 111 
1 10 5 1 113 
2 10 5 1 127 
3 10 5 1 109 
4 10 5 1 93 
5 10 5 1 107 
1 11 5 1 75 
2 11 5 1 87 
3 11 5 1 92 
4 11 5 1 59 
5 11 5 1 68 
1 1 1 2 18 
2 1 1 2 49 
3 1 1 2 30 
4 1 1 2 25 
5 1 1 2 18 
1 2 1 2 16 
2 2 1 2 84 
3 2 1 2 106 
4 2 1 2 17 
5 2 1 2 69 
1 3 1 2 7 
2 3 1 2 19 
3 3 1 2 16 
4 3 1 2 13 
5 3 1 2 10 
1 4 1 2 73 
2 4 1 2 59 
3 4 1 2 53 
4 4 1 2 26 
5 4 1 2 44 
1 5 1 2 41 
2 5 1 2 18 
3 5 1 2 15 
4 5 1 2 19 
5 5 1 2 15 
1 6 1 2 25 
2 6 1 2 94 
3 6 1 2 80 
4 6 1 2 7 
5 6 1 2 50 
1 7 1 2 29 
2 7 1 2 31 
3 7 1 2 19 
4 7 1 2 14 
5 7 1 2 5 
1 8 1 2 65 
2 8 1 2 128 
3 8 1 2 116 
4 8 1 2 99 
5 8 1 2 80 
1 9 1 2 29 
2 9 1 2 14 
3 9 1 2 22 
4 9 1 2 16 
5 9 1 2 32 
1 10 1 2 65 
2 10 1 2 14 
3 10 1 2 31 
4 10 1 2 6 
5 10 1 2 44 
1 11 1 2 23 
2 11 1 2 8 
3 11 1 2 15 
4 11 1 2 9 
5 11 1 2 33 
1 1 2 2 13 
2 1 2 2 24 
3 1 2 2 22 
4 1 2 2 7 
5 1 2 2 20 
1 2 2 2 61 
2 2 2 2 20 
3 2 2 2 49 
4 2 2 2 21 
5 2 2 2 23 
1 3 2 2 16 
2 3 2 2 13 
3 3 2 2 7 
4 3 2 2 8 
5 3 2 2 26 
1 4 2 2 76 
2 4 2 2 83 
3 4 2 2 152 
4 4 2 2 86 
5 4 2 2 74 
1 5 2 2 22 
2 5 2 2 26 
3 5 2 2 28 
4 5 2 2 11 
5 5 2 2 11 
1 6 2 2 50 
2 6 2 2 11 
3 6 2 2 6 
4 6 2 2 7 
5 6 2 2 5 
1 7 2 2 27 
2 7 2 2 6 
3 7 2 2 6 
4 7 2 2 8 
5 7 2 2 45 
1 8 2 2 63 
2 8 2 2 23 
3 8 2 2 41 
4 8 2 2 56 
5 8 2 2 22 
1 9 2 2 18 
2 9 2 2 18 
3 9 2 2 10 
4 9 2 2 39 
5 9 2 2 24 
1 10 2 2 10 
2 10 2 2 13 
3 10 2 2 5 
4 10 2 2 19 
5 10 2 2 14 
1 11 2 2 14 
2 11 2 2 10 
3 11 2 2 2 
4 11 2 2 8 
5 11 2 2 9 
1 1 3 2 26 
2 1 3 2 26 
3 1 3 2 21 
4 1 3 2 25 
5 1 3 2 27 
1 2 3 2 71 
2 2 3 2 77 
3 2 3 2 4 
4 2 3 2 73 
5 2 3 2 9 
1 3 3 2 22 
2 3 3 2 22 
3 3 3 2 4 
4 3 3 2 14 
5 3 3 2 10 
1 4 3 2 110 
2 4 3 2 76 
3 4 3 2 65 
4 4 3 2 41 
5 4 3 2 110 
1 5 3 2 35 
2 5 3 2 16 
3 5 3 2 17 
4 5 3 2 13 
5 5 3 2 34 
1 6 3 2 20 
2 6 3 2 149 
3 6 3 2 24 
4 6 3 2 102 
5 6 3 2 26 
1 7 3 2 14 
2 7 3 2 11 
3 7 3 2 25 
4 7 3 2 21 
5 7 3 2 20 
1 8 3 2 12 
2 8 3 2 77 
3 8 3 2 112 
4 8 3 2 94 
5 8 3 2 102 
1 9 3 2 23 
2 9 3 2 32 
3 9 3 2 11 
4 9 3 2 10 
5 9 3 2 17 
1 10 3 2 44 
2 10 3 2 12 
3 10 3 2 12 
4 10 3 2 12 
5 10 3 2 7 
1 11 3 2 5 
2 11 3 2 12 
3 11 3 2 5 
4 11 3 2 6 
5 11 3 2 5 
1 1 4 2 22 
2 1 4 2 31 
3 1 4 2 13 
4 1 4 2 23 
5 1 4 2 14 
1 2 4 2 15 
2 2 4 2 13 
3 2 4 2 14 
4 2 4 2 41 
5 2 4 2 15 
1 3 4 2 13 
2 3 4 2 17 
3 3 4 2 9 
4 3 4 2 12 
5 3 4 2 8 
1 4 4 2 70 
2 4 4 2 37 
3 4 4 2 145 
4 4 4 2 51 
5 4 4 2 30 
1 5 4 2 26 
2 5 4 2 23 
3 5 4 2 20 
4 5 4 2 12 
5 5 4 2 11 
1 6 4 2 7 
2 6 4 2 5 
3 6 4 2 18 
4 6 4 2 3 
5 6 4 2 9 
1 7 4 2 7 
2 7 4 2 16 
3 7 4 2 19 
4 7 4 2 12 
5 7 4 2 13 
1 8 4 2 180 
2 8 4 2 142 
3 8 4 2 127 
4 8 4 2 156 
5 8 4 2 269 
1 9 4 2 0 
2 9 4 2 0 
3 9 4 2 0 
4 9 4 2 0 
5 9 4 2 0 
1 10 4 2 0 
2 10 4 2 0 
3 10 4 2 0 
4 10 4 2 0 
5 10 4 2 0 
1 11 4 2 0 
